state,Crop,area_acres,predicted_yield,District,modal_price
Assam,Jute,94520.0,9.919565217,Dhubri,2800
Assam,Jute,94520.0,9.919565217,Sonitpur,3900
Assam,Jute,78702.0,9.040869565,Dhubri,2800
Assam,Jute,78702.0,9.040869565,Sonitpur,3900
Assam,Jute,73545.0,9.13173913,Dhubri,2800
Assam,Jute,73545.0,9.13173913,Sonitpur,3900
Assam,Jute,69513.0,9.794782609,Dhubri,2800
Assam,Jute,69513.0,9.794782609,Sonitpur,3900
Assam,Jute,68178.0,9.675652174,Dhubri,2800
Assam,Jute,68178.0,9.675652174,Sonitpur,3900
Assam,Jute,67915.0,9.963478261,Dhubri,2800
Assam,Jute,67915.0,9.963478261,Sonitpur,3900
Assam,Jute,64027.0,10.2626087,Dhubri,2800
Assam,Jute,64027.0,10.2626087,Sonitpur,3900
Assam,Jute,56757.0,10.28740741,Dhubri,2800
Assam,Jute,56757.0,10.28740741,Sonitpur,3900
Assam,Jute,57663.0,9.352962963,Dhubri,2800
Assam,Jute,57663.0,9.352962963,Sonitpur,3900
Assam,Jute,59842.0,10.37444444,Dhubri,2800
Assam,Jute,59842.0,10.37444444,Sonitpur,3900
Assam,Jute,60111.0,10.38925926,Dhubri,2800
Assam,Jute,60111.0,10.38925926,Sonitpur,3900
Assam,Jute,65270.0,10.61148148,Dhubri,2800
Assam,Jute,65270.0,10.61148148,Sonitpur,3900
Assam,Jute,62267.0,10.21074074,Dhubri,2800
Assam,Jute,62267.0,10.21074074,Sonitpur,3900
Assam,Jute,65560.0,9.125555556,Dhubri,2800
Assam,Jute,65560.0,9.125555556,Sonitpur,3900
Assam,Jute,65092.0,8.367777778,Dhubri,2800
Assam,Jute,65092.0,8.367777778,Sonitpur,3900
Assam,Jute,69822.0,9.991111111,Dhubri,2800
Assam,Jute,69822.0,9.991111111,Sonitpur,3900
Assam,Jute,70403.0,10.46592593,Dhubri,2800
Assam,Jute,70403.0,10.46592593,Sonitpur,3900
Assam,Jute,72128.0,11.72703704,Dhubri,2800
Assam,Jute,72128.0,11.72703704,Sonitpur,3900
Assam,Jute,75140.0,10.32555556,Dhubri,2800
Assam,Jute,75140.0,10.32555556,Sonitpur,3900
Assam,Jute,69926.0,11.3137037,Dhubri,2800
Assam,Jute,69926.0,11.3137037,Sonitpur,3900
Assam,Jute,65789.0,11.11888889,Dhubri,2800
Assam,Jute,65789.0,11.11888889,Sonitpur,3900
Assam,Jute,64247.0,11.66851852,Dhubri,2800
Assam,Jute,64247.0,11.66851852,Sonitpur,3900
Assam,Jute,57981.0,7.193043478,Dhubri,2800
Assam,Jute,57981.0,7.193043478,Sonitpur,3900
Assam,Maize,19216.0,0.615652174,Sonitpur,1800
Assam,Maize,19810.0,0.608695652,Sonitpur,1800
Assam,Maize,19708.0,0.613913043,Sonitpur,1800
Assam,Maize,20241.0,0.605652174,Sonitpur,1800
Assam,Maize,19600.0,0.608695652,Sonitpur,1800
Assam,Maize,19812.0,0.606086957,Sonitpur,1800
Assam,Maize,19569.0,0.607391304,Sonitpur,1800
Assam,Maize,18969.0,0.635925926,Sonitpur,1800
Assam,Maize,18657.0,0.6252,Sonitpur,1800
Assam,Maize,18362.0,0.60962963,Sonitpur,1800
Assam,Maize,17382.0,0.595555556,Sonitpur,1800
Assam,Maize,19481.0,0.617407407,Sonitpur,1800
Assam,Maize,19772.0,0.61,Sonitpur,1800
Assam,Maize,21297.0,0.693333333,Sonitpur,1800
Assam,Maize,23695.0,0.771481481,Sonitpur,1800
Assam,Maize,24068.0,3.53037037,Sonitpur,1800
Assam,Maize,27953.0,2.96962963,Sonitpur,1800
Assam,Maize,28420.0,2.514074074,Sonitpur,1800
Assam,Maize,31333.0,2.545925926,Sonitpur,1800
Assam,Maize,31537.0,2.989259259,Sonitpur,1800
Assam,Maize,32264.0,2.868518519,Sonitpur,1800
Assam,Maize,36636.0,3.155555556,Sonitpur,1800
Assam,Onion,7832.0,2.342608696,Jorhat,1200
Assam,Onion,7832.0,2.342608696,Kamrup,1100
Assam,Onion,8083.0,2.340434783,Jorhat,1200
Assam,Onion,8083.0,2.340434783,Kamrup,1100
Assam,Onion,7365.0,2.322173913,Jorhat,1200
Assam,Onion,7365.0,2.322173913,Kamrup,1100
Assam,Onion,7359.0,2.331304348,Jorhat,1200
Assam,Onion,7359.0,2.331304348,Kamrup,1100
Assam,Onion,7476.0,2.351304348,Jorhat,1200
Assam,Onion,7476.0,2.351304348,Kamrup,1100
Assam,Onion,7500.0,2.337826087,Jorhat,1200
Assam,Onion,7500.0,2.337826087,Kamrup,1100
Assam,Onion,7332.0,2.34173913,Jorhat,1200
Assam,Onion,7332.0,2.34173913,Kamrup,1100
Assam,Onion,7726.0,2.373333333,Jorhat,1200
Assam,Onion,7726.0,2.373333333,Kamrup,1100
Assam,Onion,6870.0,2.384814815,Jorhat,1200
Assam,Onion,6870.0,2.384814815,Kamrup,1100
Assam,Onion,6697.0,2.37037037,Jorhat,1200
Assam,Onion,6697.0,2.37037037,Kamrup,1100
Assam,Onion,6963.0,2.381481481,Jorhat,1200
Assam,Onion,6963.0,2.381481481,Kamrup,1100
Assam,Onion,6785.0,2.375185185,Jorhat,1200
Assam,Onion,6785.0,2.375185185,Kamrup,1100
Assam,Onion,6906.0,2.308518519,Jorhat,1200
Assam,Onion,6906.0,2.308518519,Kamrup,1100
Assam,Onion,7372.0,3.02962963,Jorhat,1200
Assam,Onion,7372.0,3.02962963,Kamrup,1100
Assam,Onion,7099.0,3.265185185,Jorhat,1200
Assam,Onion,7099.0,3.265185185,Kamrup,1100
Assam,Onion,7436.0,3.347037037,Jorhat,1200
Assam,Onion,7436.0,3.347037037,Kamrup,1100
Assam,Onion,8283.0,3.382592593,Jorhat,1200
Assam,Onion,8283.0,3.382592593,Kamrup,1100
Assam,Onion,8503.0,6.916296296,Jorhat,1200
Assam,Onion,8503.0,6.916296296,Kamrup,1100
Assam,Onion,8266.0,7.141111111,Jorhat,1200
Assam,Onion,8266.0,7.141111111,Kamrup,1100
Assam,Onion,8338.0,7.297037037,Jorhat,1200
Assam,Onion,8338.0,7.297037037,Kamrup,1100
Assam,Onion,8211.0,7.455185185,Jorhat,1200
Assam,Onion,8211.0,7.455185185,Kamrup,1100
Assam,Onion,8155.0,8.022962963,Jorhat,1200
Assam,Onion,8155.0,8.022962963,Kamrup,1100
Assam,Onion,7122.0,2.396956522,Jorhat,1200
Assam,Onion,7122.0,2.396956522,Kamrup,1100
Assam,Potato,75259.0,7.561304348,Darrang,650
Assam,Potato,75259.0,7.561304348,Jorhat,550
Assam,Potato,75259.0,7.561304348,Kamrup,700
Assam,Potato,76958.0,7.230434783,Darrang,650
Assam,Potato,76958.0,7.230434783,Jorhat,550
Assam,Potato,76958.0,7.230434783,Kamrup,700
Assam,Potato,76748.0,8.062608696,Darrang,650
Assam,Potato,76748.0,8.062608696,Jorhat,550
Assam,Potato,76748.0,8.062608696,Kamrup,700
Assam,Potato,80504.0,7.459565217,Darrang,650
Assam,Potato,80504.0,7.459565217,Jorhat,550
Assam,Potato,80504.0,7.459565217,Kamrup,700
Assam,Potato,80056.0,7.350869565,Darrang,650
Assam,Potato,80056.0,7.350869565,Jorhat,550
Assam,Potato,80056.0,7.350869565,Kamrup,700
Assam,Potato,75486.0,7.566956522,Darrang,650
Assam,Potato,75486.0,7.566956522,Jorhat,550
Assam,Potato,75486.0,7.566956522,Kamrup,700
Assam,Potato,77894.0,6.471304348,Darrang,650
Assam,Potato,77894.0,6.471304348,Jorhat,550
Assam,Potato,77894.0,6.471304348,Kamrup,700
Assam,Potato,69638.0,5.326296296,Darrang,650
Assam,Potato,69638.0,5.326296296,Jorhat,550
Assam,Potato,69638.0,5.326296296,Kamrup,700
Assam,Potato,77712.0,6.657407407,Darrang,650
Assam,Potato,77712.0,6.657407407,Jorhat,550
Assam,Potato,77712.0,6.657407407,Kamrup,700
Assam,Potato,75197.0,6.564444444,Darrang,650
Assam,Potato,75197.0,6.564444444,Jorhat,550
Assam,Potato,75197.0,6.564444444,Kamrup,700
Assam,Potato,78317.0,6.5,Darrang,650
Assam,Potato,78317.0,6.5,Jorhat,550
Assam,Potato,78317.0,6.5,Kamrup,700
Assam,Potato,82629.0,7.163703704,Darrang,650
Assam,Potato,82629.0,7.163703704,Jorhat,550
Assam,Potato,82629.0,7.163703704,Kamrup,700
Assam,Potato,85023.0,7.705185185,Darrang,650
Assam,Potato,85023.0,7.705185185,Jorhat,550
Assam,Potato,85023.0,7.705185185,Kamrup,700
Assam,Potato,97816.0,7.035925926,Darrang,650
Assam,Potato,97816.0,7.035925926,Jorhat,550
Assam,Potato,97816.0,7.035925926,Kamrup,700
Assam,Potato,95436.0,7.105555556,Darrang,650
Assam,Potato,95436.0,7.105555556,Jorhat,550
Assam,Potato,95436.0,7.105555556,Kamrup,700
Assam,Potato,97956.0,7.258148148,Darrang,650
Assam,Potato,97956.0,7.258148148,Jorhat,550
Assam,Potato,97956.0,7.258148148,Kamrup,700
Assam,Potato,104521.0,7.653703704,Darrang,650
Assam,Potato,104521.0,7.653703704,Jorhat,550
Assam,Potato,104521.0,7.653703704,Kamrup,700
Assam,Potato,103812.0,6.482962963,Darrang,650
Assam,Potato,103812.0,6.482962963,Jorhat,550
Assam,Potato,103812.0,6.482962963,Kamrup,700
Assam,Potato,106437.0,7.258518519,Darrang,650
Assam,Potato,106437.0,7.258518519,Jorhat,550
Assam,Potato,106437.0,7.258518519,Kamrup,700
Assam,Potato,102868.0,7.139259259,Darrang,650
Assam,Potato,102868.0,7.139259259,Jorhat,550
Assam,Potato,102868.0,7.139259259,Kamrup,700
Assam,Potato,103205.0,7.511851852,Darrang,650
Assam,Potato,103205.0,7.511851852,Jorhat,550
Assam,Potato,103205.0,7.511851852,Kamrup,700
Assam,Potato,104750.0,7.303703704,Darrang,650
Assam,Potato,104750.0,7.303703704,Jorhat,550
Assam,Potato,104750.0,7.303703704,Kamrup,700
Assam,Potato,73104.0,7.482608696,Darrang,650
Assam,Potato,73104.0,7.482608696,Jorhat,550
Assam,Potato,73104.0,7.482608696,Kamrup,700
Assam,Rice,607358.0,0.780869565,Cachar,2400
Assam,Rice,607358.0,0.780869565,Cachar,2800
Assam,Rice,607358.0,0.780869565,Dhubri,4500
Assam,Rice,607358.0,0.780869565,Dhubri,2500
Assam,Rice,607358.0,0.780869565,Jorhat,3200
Assam,Rice,607358.0,0.780869565,Sonitpur,2400
Assam,Rice,607358.0,0.780869565,Sonitpur,2800
Assam,Rice,174974.0,1.060434783,Cachar,2400
Assam,Rice,174974.0,1.060434783,Cachar,2800
Assam,Rice,174974.0,1.060434783,Dhubri,4500
Assam,Rice,174974.0,1.060434783,Dhubri,2500
Assam,Rice,174974.0,1.060434783,Jorhat,3200
Assam,Rice,174974.0,1.060434783,Sonitpur,2400
Assam,Rice,174974.0,1.060434783,Sonitpur,2800
Assam,Rice,1743321.0,0.941304348,Cachar,2400
Assam,Rice,1743321.0,0.941304348,Cachar,2800
Assam,Rice,1743321.0,0.941304348,Dhubri,4500
Assam,Rice,1743321.0,0.941304348,Dhubri,2500
Assam,Rice,1743321.0,0.941304348,Jorhat,3200
Assam,Rice,1743321.0,0.941304348,Sonitpur,2400
Assam,Rice,1743321.0,0.941304348,Sonitpur,2800
Assam,Rice,594979.0,1.055652174,Cachar,2400
Assam,Rice,594979.0,1.055652174,Cachar,2800
Assam,Rice,594979.0,1.055652174,Dhubri,4500
Assam,Rice,594979.0,1.055652174,Dhubri,2500
Assam,Rice,594979.0,1.055652174,Jorhat,3200
Assam,Rice,594979.0,1.055652174,Sonitpur,2400
Assam,Rice,594979.0,1.055652174,Sonitpur,2800
Assam,Rice,223913.0,1.685217391,Cachar,2400
Assam,Rice,223913.0,1.685217391,Cachar,2800
Assam,Rice,223913.0,1.685217391,Dhubri,4500
Assam,Rice,223913.0,1.685217391,Dhubri,2500
Assam,Rice,223913.0,1.685217391,Jorhat,3200
Assam,Rice,223913.0,1.685217391,Sonitpur,2400
Assam,Rice,223913.0,1.685217391,Sonitpur,2800
Assam,Rice,1635230.0,1.395652174,Cachar,2400
Assam,Rice,1635230.0,1.395652174,Cachar,2800
Assam,Rice,1635230.0,1.395652174,Dhubri,4500
Assam,Rice,1635230.0,1.395652174,Dhubri,2500
Assam,Rice,1635230.0,1.395652174,Jorhat,3200
Assam,Rice,1635230.0,1.395652174,Sonitpur,2400
Assam,Rice,1635230.0,1.395652174,Sonitpur,2800
Assam,Rice,557220.0,1.094782609,Cachar,2400
Assam,Rice,557220.0,1.094782609,Cachar,2800
Assam,Rice,557220.0,1.094782609,Dhubri,4500
Assam,Rice,557220.0,1.094782609,Dhubri,2500
Assam,Rice,557220.0,1.094782609,Jorhat,3200
Assam,Rice,557220.0,1.094782609,Sonitpur,2400
Assam,Rice,557220.0,1.094782609,Sonitpur,2800
Assam,Rice,294654.0,1.990434783,Cachar,2400
Assam,Rice,294654.0,1.990434783,Cachar,2800
Assam,Rice,294654.0,1.990434783,Dhubri,4500
Assam,Rice,294654.0,1.990434783,Dhubri,2500
Assam,Rice,294654.0,1.990434783,Jorhat,3200
Assam,Rice,294654.0,1.990434783,Sonitpur,2400
Assam,Rice,294654.0,1.990434783,Sonitpur,2800
Assam,Rice,1793994.0,1.501304348,Cachar,2400
Assam,Rice,1793994.0,1.501304348,Cachar,2800
Assam,Rice,1793994.0,1.501304348,Dhubri,4500
Assam,Rice,1793994.0,1.501304348,Dhubri,2500
Assam,Rice,1793994.0,1.501304348,Jorhat,3200
Assam,Rice,1793994.0,1.501304348,Sonitpur,2400
Assam,Rice,1793994.0,1.501304348,Sonitpur,2800
Assam,Rice,539665.0,1.197826087,Cachar,2400
Assam,Rice,539665.0,1.197826087,Cachar,2800
Assam,Rice,539665.0,1.197826087,Dhubri,4500
Assam,Rice,539665.0,1.197826087,Dhubri,2500
Assam,Rice,539665.0,1.197826087,Jorhat,3200
Assam,Rice,539665.0,1.197826087,Sonitpur,2400
Assam,Rice,539665.0,1.197826087,Sonitpur,2800
Assam,Rice,329255.0,1.825217391,Cachar,2400
Assam,Rice,329255.0,1.825217391,Cachar,2800
Assam,Rice,329255.0,1.825217391,Dhubri,4500
Assam,Rice,329255.0,1.825217391,Dhubri,2500
Assam,Rice,329255.0,1.825217391,Jorhat,3200
Assam,Rice,329255.0,1.825217391,Sonitpur,2400
Assam,Rice,329255.0,1.825217391,Sonitpur,2800
Assam,Rice,1777257.0,1.581304348,Cachar,2400
Assam,Rice,1777257.0,1.581304348,Cachar,2800
Assam,Rice,1777257.0,1.581304348,Dhubri,4500
Assam,Rice,1777257.0,1.581304348,Dhubri,2500
Assam,Rice,1777257.0,1.581304348,Jorhat,3200
Assam,Rice,1777257.0,1.581304348,Sonitpur,2400
Assam,Rice,1777257.0,1.581304348,Sonitpur,2800
Assam,Rice,495698.0,1.120434783,Cachar,2400
Assam,Rice,495698.0,1.120434783,Cachar,2800
Assam,Rice,495698.0,1.120434783,Dhubri,4500
Assam,Rice,495698.0,1.120434783,Dhubri,2500
Assam,Rice,495698.0,1.120434783,Jorhat,3200
Assam,Rice,495698.0,1.120434783,Sonitpur,2400
Assam,Rice,495698.0,1.120434783,Sonitpur,2800
Assam,Rice,325987.0,1.806521739,Cachar,2400
Assam,Rice,325987.0,1.806521739,Cachar,2800
Assam,Rice,325987.0,1.806521739,Dhubri,4500
Assam,Rice,325987.0,1.806521739,Dhubri,2500
Assam,Rice,325987.0,1.806521739,Jorhat,3200
Assam,Rice,325987.0,1.806521739,Sonitpur,2400
Assam,Rice,325987.0,1.806521739,Sonitpur,2800
Assam,Rice,1714736.0,1.600434783,Cachar,2400
Assam,Rice,1714736.0,1.600434783,Cachar,2800
Assam,Rice,1714736.0,1.600434783,Dhubri,4500
Assam,Rice,1714736.0,1.600434783,Dhubri,2500
Assam,Rice,1714736.0,1.600434783,Jorhat,3200
Assam,Rice,1714736.0,1.600434783,Sonitpur,2400
Assam,Rice,1714736.0,1.600434783,Sonitpur,2800
Assam,Rice,464497.0,1.076521739,Cachar,2400
Assam,Rice,464497.0,1.076521739,Cachar,2800
Assam,Rice,464497.0,1.076521739,Dhubri,4500
Assam,Rice,464497.0,1.076521739,Dhubri,2500
Assam,Rice,464497.0,1.076521739,Jorhat,3200
Assam,Rice,464497.0,1.076521739,Sonitpur,2400
Assam,Rice,464497.0,1.076521739,Sonitpur,2800
Assam,Rice,327468.0,1.794347826,Cachar,2400
Assam,Rice,327468.0,1.794347826,Cachar,2800
Assam,Rice,327468.0,1.794347826,Dhubri,4500
Assam,Rice,327468.0,1.794347826,Dhubri,2500
Assam,Rice,327468.0,1.794347826,Jorhat,3200
Assam,Rice,327468.0,1.794347826,Sonitpur,2400
Assam,Rice,327468.0,1.794347826,Sonitpur,2800
Assam,Rice,1748715.0,1.545652174,Cachar,2400
Assam,Rice,1748715.0,1.545652174,Cachar,2800
Assam,Rice,1748715.0,1.545652174,Dhubri,4500
Assam,Rice,1748715.0,1.545652174,Dhubri,2500
Assam,Rice,1748715.0,1.545652174,Jorhat,3200
Assam,Rice,1748715.0,1.545652174,Sonitpur,2400
Assam,Rice,1748715.0,1.545652174,Sonitpur,2800
Assam,Rice,441143.0,1.118695652,Cachar,2400
Assam,Rice,441143.0,1.118695652,Cachar,2800
Assam,Rice,441143.0,1.118695652,Dhubri,4500
Assam,Rice,441143.0,1.118695652,Dhubri,2500
Assam,Rice,441143.0,1.118695652,Jorhat,3200
Assam,Rice,441143.0,1.118695652,Sonitpur,2400
Assam,Rice,441143.0,1.118695652,Sonitpur,2800
Assam,Rice,319480.0,1.493913043,Cachar,2400
Assam,Rice,319480.0,1.493913043,Cachar,2800
Assam,Rice,319480.0,1.493913043,Dhubri,4500
Assam,Rice,319480.0,1.493913043,Dhubri,2500
Assam,Rice,319480.0,1.493913043,Jorhat,3200
Assam,Rice,319480.0,1.493913043,Sonitpur,2400
Assam,Rice,319480.0,1.493913043,Sonitpur,2800
Assam,Rice,1769203.0,1.618695652,Cachar,2400
Assam,Rice,1769203.0,1.618695652,Cachar,2800
Assam,Rice,1769203.0,1.618695652,Dhubri,4500
Assam,Rice,1769203.0,1.618695652,Dhubri,2500
Assam,Rice,1769203.0,1.618695652,Jorhat,3200
Assam,Rice,1769203.0,1.618695652,Sonitpur,2400
Assam,Rice,1769203.0,1.618695652,Sonitpur,2800
Assam,Rice,398316.0,1.132222222,Cachar,2400
Assam,Rice,398316.0,1.132222222,Cachar,2800
Assam,Rice,398316.0,1.132222222,Dhubri,4500
Assam,Rice,398316.0,1.132222222,Dhubri,2500
Assam,Rice,398316.0,1.132222222,Jorhat,3200
Assam,Rice,398316.0,1.132222222,Sonitpur,2400
Assam,Rice,398316.0,1.132222222,Sonitpur,2800
Assam,Rice,314671.0,1.637692308,Cachar,2400
Assam,Rice,314671.0,1.637692308,Cachar,2800
Assam,Rice,314671.0,1.637692308,Dhubri,4500
Assam,Rice,314671.0,1.637692308,Dhubri,2500
Assam,Rice,314671.0,1.637692308,Jorhat,3200
Assam,Rice,314671.0,1.637692308,Sonitpur,2400
Assam,Rice,314671.0,1.637692308,Sonitpur,2800
Assam,Rice,1707340.0,1.502592593,Cachar,2400
Assam,Rice,1707340.0,1.502592593,Cachar,2800
Assam,Rice,1707340.0,1.502592593,Dhubri,4500
Assam,Rice,1707340.0,1.502592593,Dhubri,2500
Assam,Rice,1707340.0,1.502592593,Jorhat,3200
Assam,Rice,1707340.0,1.502592593,Sonitpur,2400
Assam,Rice,1707340.0,1.502592593,Sonitpur,2800
Assam,Rice,379441.0,1.028148148,Cachar,2400
Assam,Rice,379441.0,1.028148148,Cachar,2800
Assam,Rice,379441.0,1.028148148,Dhubri,4500
Assam,Rice,379441.0,1.028148148,Dhubri,2500
Assam,Rice,379441.0,1.028148148,Jorhat,3200
Assam,Rice,379441.0,1.028148148,Sonitpur,2400
Assam,Rice,379441.0,1.028148148,Sonitpur,2800
Assam,Rice,312471.0,1.837037037,Cachar,2400
Assam,Rice,312471.0,1.837037037,Cachar,2800
Assam,Rice,312471.0,1.837037037,Dhubri,4500
Assam,Rice,312471.0,1.837037037,Dhubri,2500
Assam,Rice,312471.0,1.837037037,Jorhat,3200
Assam,Rice,312471.0,1.837037037,Sonitpur,2400
Assam,Rice,312471.0,1.837037037,Sonitpur,2800
Assam,Rice,1504647.0,1.269259259,Cachar,2400
Assam,Rice,1504647.0,1.269259259,Cachar,2800
Assam,Rice,1504647.0,1.269259259,Dhubri,4500
Assam,Rice,1504647.0,1.269259259,Dhubri,2500
Assam,Rice,1504647.0,1.269259259,Jorhat,3200
Assam,Rice,1504647.0,1.269259259,Sonitpur,2400
Assam,Rice,1504647.0,1.269259259,Sonitpur,2800
Assam,Rice,354115.0,1.082592593,Cachar,2400
Assam,Rice,354115.0,1.082592593,Cachar,2800
Assam,Rice,354115.0,1.082592593,Dhubri,4500
Assam,Rice,354115.0,1.082592593,Dhubri,2500
Assam,Rice,354115.0,1.082592593,Jorhat,3200
Assam,Rice,354115.0,1.082592593,Sonitpur,2400
Assam,Rice,354115.0,1.082592593,Sonitpur,2800
Assam,Rice,322889.0,2.085925926,Cachar,2400
Assam,Rice,322889.0,2.085925926,Cachar,2800
Assam,Rice,322889.0,2.085925926,Dhubri,4500
Assam,Rice,322889.0,2.085925926,Dhubri,2500
Assam,Rice,322889.0,2.085925926,Jorhat,3200
Assam,Rice,322889.0,2.085925926,Sonitpur,2400
Assam,Rice,322889.0,2.085925926,Sonitpur,2800
Assam,Rice,1646992.0,1.36962963,Cachar,2400
Assam,Rice,1646992.0,1.36962963,Cachar,2800
Assam,Rice,1646992.0,1.36962963,Dhubri,4500
Assam,Rice,1646992.0,1.36962963,Dhubri,2500
Assam,Rice,1646992.0,1.36962963,Jorhat,3200
Assam,Rice,1646992.0,1.36962963,Sonitpur,2400
Assam,Rice,1646992.0,1.36962963,Sonitpur,2800
Assam,Rice,350649.0,1.117777778,Cachar,2400
Assam,Rice,350649.0,1.117777778,Cachar,2800
Assam,Rice,350649.0,1.117777778,Dhubri,4500
Assam,Rice,350649.0,1.117777778,Dhubri,2500
Assam,Rice,350649.0,1.117777778,Jorhat,3200
Assam,Rice,350649.0,1.117777778,Sonitpur,2400
Assam,Rice,350649.0,1.117777778,Sonitpur,2800
Assam,Rice,360266.0,1.951153846,Cachar,2400
Assam,Rice,360266.0,1.951153846,Cachar,2800
Assam,Rice,360266.0,1.951153846,Dhubri,4500
Assam,Rice,360266.0,1.951153846,Dhubri,2500
Assam,Rice,360266.0,1.951153846,Jorhat,3200
Assam,Rice,360266.0,1.951153846,Sonitpur,2400
Assam,Rice,360266.0,1.951153846,Sonitpur,2800
Assam,Rice,1773211.0,1.607407407,Cachar,2400
Assam,Rice,1773211.0,1.607407407,Cachar,2800
Assam,Rice,1773211.0,1.607407407,Dhubri,4500
Assam,Rice,1773211.0,1.607407407,Dhubri,2500
Assam,Rice,1773211.0,1.607407407,Jorhat,3200
Assam,Rice,1773211.0,1.607407407,Sonitpur,2400
Assam,Rice,1773211.0,1.607407407,Sonitpur,2800
Assam,Rice,340830.0,1.070740741,Cachar,2400
Assam,Rice,340830.0,1.070740741,Cachar,2800
Assam,Rice,340830.0,1.070740741,Dhubri,4500
Assam,Rice,340830.0,1.070740741,Dhubri,2500
Assam,Rice,340830.0,1.070740741,Jorhat,3200
Assam,Rice,340830.0,1.070740741,Sonitpur,2400
Assam,Rice,340830.0,1.070740741,Sonitpur,2800
Assam,Rice,394442.0,1.903703704,Cachar,2400
Assam,Rice,394442.0,1.903703704,Cachar,2800
Assam,Rice,394442.0,1.903703704,Dhubri,4500
Assam,Rice,394442.0,1.903703704,Dhubri,2500
Assam,Rice,394442.0,1.903703704,Jorhat,3200
Assam,Rice,394442.0,1.903703704,Sonitpur,2400
Assam,Rice,394442.0,1.903703704,Sonitpur,2800
Assam,Rice,1762324.0,1.780740741,Cachar,2400
Assam,Rice,1762324.0,1.780740741,Cachar,2800
Assam,Rice,1762324.0,1.780740741,Dhubri,4500
Assam,Rice,1762324.0,1.780740741,Dhubri,2500
Assam,Rice,1762324.0,1.780740741,Jorhat,3200
Assam,Rice,1762324.0,1.780740741,Sonitpur,2400
Assam,Rice,1762324.0,1.780740741,Sonitpur,2800
Assam,Rice,307988.0,1.272592593,Cachar,2400
Assam,Rice,307988.0,1.272592593,Cachar,2800
Assam,Rice,307988.0,1.272592593,Dhubri,4500
Assam,Rice,307988.0,1.272592593,Dhubri,2500
Assam,Rice,307988.0,1.272592593,Jorhat,3200
Assam,Rice,307988.0,1.272592593,Sonitpur,2400
Assam,Rice,307988.0,1.272592593,Sonitpur,2800
Assam,Rice,398785.0,2.342222222,Cachar,2400
Assam,Rice,398785.0,2.342222222,Cachar,2800
Assam,Rice,398785.0,2.342222222,Dhubri,4500
Assam,Rice,398785.0,2.342222222,Dhubri,2500
Assam,Rice,398785.0,2.342222222,Jorhat,3200
Assam,Rice,398785.0,2.342222222,Sonitpur,2400
Assam,Rice,398785.0,2.342222222,Sonitpur,2800
Assam,Rice,1830682.0,1.958888889,Cachar,2400
Assam,Rice,1830682.0,1.958888889,Cachar,2800
Assam,Rice,1830682.0,1.958888889,Dhubri,4500
Assam,Rice,1830682.0,1.958888889,Dhubri,2500
Assam,Rice,1830682.0,1.958888889,Jorhat,3200
Assam,Rice,1830682.0,1.958888889,Sonitpur,2400
Assam,Rice,1830682.0,1.958888889,Sonitpur,2800
Assam,Rice,276486.0,1.268518519,Cachar,2400
Assam,Rice,276486.0,1.268518519,Cachar,2800
Assam,Rice,276486.0,1.268518519,Dhubri,4500
Assam,Rice,276486.0,1.268518519,Dhubri,2500
Assam,Rice,276486.0,1.268518519,Jorhat,3200
Assam,Rice,276486.0,1.268518519,Sonitpur,2400
Assam,Rice,276486.0,1.268518519,Sonitpur,2800
Assam,Rice,393619.0,2.489615385,Cachar,2400
Assam,Rice,393619.0,2.489615385,Cachar,2800
Assam,Rice,393619.0,2.489615385,Dhubri,4500
Assam,Rice,393619.0,2.489615385,Dhubri,2500
Assam,Rice,393619.0,2.489615385,Jorhat,3200
Assam,Rice,393619.0,2.489615385,Sonitpur,2400
Assam,Rice,393619.0,2.489615385,Sonitpur,2800
Assam,Rice,1875601.0,1.797037037,Cachar,2400
Assam,Rice,1875601.0,1.797037037,Cachar,2800
Assam,Rice,1875601.0,1.797037037,Dhubri,4500
Assam,Rice,1875601.0,1.797037037,Dhubri,2500
Assam,Rice,1875601.0,1.797037037,Jorhat,3200
Assam,Rice,1875601.0,1.797037037,Sonitpur,2400
Assam,Rice,1875601.0,1.797037037,Sonitpur,2800
Assam,Rice,238178.0,1.291481481,Cachar,2400
Assam,Rice,238178.0,1.291481481,Cachar,2800
Assam,Rice,238178.0,1.291481481,Dhubri,4500
Assam,Rice,238178.0,1.291481481,Dhubri,2500
Assam,Rice,238178.0,1.291481481,Jorhat,3200
Assam,Rice,238178.0,1.291481481,Sonitpur,2400
Assam,Rice,238178.0,1.291481481,Sonitpur,2800
Assam,Rice,389140.0,2.7724,Cachar,2400
Assam,Rice,389140.0,2.7724,Cachar,2800
Assam,Rice,389140.0,2.7724,Dhubri,4500
Assam,Rice,389140.0,2.7724,Dhubri,2500
Assam,Rice,389140.0,2.7724,Jorhat,3200
Assam,Rice,389140.0,2.7724,Sonitpur,2400
Assam,Rice,389140.0,2.7724,Sonitpur,2800
Assam,Rice,1857410.0,1.968888889,Cachar,2400
Assam,Rice,1857410.0,1.968888889,Cachar,2800
Assam,Rice,1857410.0,1.968888889,Dhubri,4500
Assam,Rice,1857410.0,1.968888889,Dhubri,2500
Assam,Rice,1857410.0,1.968888889,Jorhat,3200
Assam,Rice,1857410.0,1.968888889,Sonitpur,2400
